"기준연도","행정구역코드","통계항목","통계값"
2024,21110580,"to_in_007",7711
2024,21110580,"to_in_008",8615
2024,21110590,"to_in_001",15186
2024,21110590,"to_in_007",7047
2024,21110590,"to_in_008",8139
2024,21110600,"to_in_001",11345
2024,21110600,"to_in_007",5347
2024,21110600,"to_in_008",5998
2024,21110610,"to_in_001",20485
2024,21110610,"to_in_007",10775
2024,21110610,"to_in_008",9710
2024,21110640,"to_in_001",1843
2024,21110640,"to_in_007",962
2024,21110640,"to_in_008",881
2024,21110670,"to_in_001",8963
2024,21110670,"to_in_007",4325
2024,21110670,"to_in_008",4638
2024,21110680,"to_in_001",28357
2024,21110680,"to_in_007",13524
2024,21110680,"to_in_008",14833
2024,21110690,"to_in_001",17697
2024,21110690,"to_in_007",8369
2024,21110690,"to_in_008",9328
2024,21110700,"to_in_001",29932
2024,21110700,"to_in_007",14228
2024,21110700,"to_in_008",15704
2024,21110710,"to_in_001",858
2024,21110710,"to_in_007",421
2024,21110710,"to_in_008",437
2024,21110720,"to_in_001",9739
2024,21110720,"to_in_007",4825
2024,21110720,"to_in_008",4914
2024,21110730,"to_in_001",7089
2024,21110730,"to_in_007",3667
2024,21110730,"to_in_008",3422
2024,21110740,"to_in_001",28491
2024,21110740,"to_in_007",13511
2024,21110740,"to_in_008",14980
2024,21120,"to_in_001",145762
2024,21120,"to_in_007",77868
2024,21120,"to_in_008",67894
2024,21120510,"to_in_001",5413
2024,21120510,"to_in_007",2951
2024,21120510,"to_in_008",2462
2024,21120520,"to_in_001",5970
2024,21120520,"to_in_007",3325
2024,21120520,"to_in_008",2645
2024,21120530,"to_in_001",6247
2024,21120530,"to_in_007",3215
2024,21120530,"to_in_008",3032
2024,21120550,"to_in_001",2169
2024,21120550,"to_in_007",1186
2024,21120550,"to_in_008",983
2024,21120561,"to_in_001",23149
2024,21120561,"to_in_007",14908
2024,21120561,"to_in_008",8241
2024,21120562,"to_in_001",16239
2024,21120562,"to_in_007",8751
2024,21120562,"to_in_008",7488
2024,21120580,"to_in_001",4016
2024,21120580,"to_in_007",2092
2024,21120580,"to_in_008",1924
2024,21120590,"to_in_001",53600
2024,21120590,"to_in_007",26950
2024,21120590,"to_in_008",26650
2024,21120600,"to_in_001",28959
2024,21120600,"to_in_007",14490
2024,21120600,"to_in_008",14469
2024,21130,"to_in_001",207871
2024,21130,"to_in_007",98780
2024,21130,"to_in_008",109091
2024,21130510,"to_in_001",27317
2024,21130510,"to_in_007",13017
2024,21130510,"to_in_008",14300
2024,21130520,"to_in_001",24184
2024,21130520,"to_in_007",11576
2024,21130520,"to_in_008",12608
2024,21130530,"to_in_001",8828
2024,21130530,"to_in_007",4107
2024,21130530,"to_in_008",4721
2024,21130540,"to_in_001",9226
2024,21130540,"to_in_007",4427
2024,21130540,"to_in_008",4799
2024,21130550,"to_in_001",15330
2024,21130550,"to_in_007",7435
2024,21130550,"to_in_008",7895
2024,21130560,"to_in_001",21133
2024,21130560,"to_in_007",9900
2024,21130560,"to_in_008",11233
2024,21130570,"to_in_001",9953
2024,21130570,"to_in_007",4769
2024,21130570,"to_in_008",5184
2024,21130580,"to_in_001",15665
2024,21130580,"to_in_007",7410
2024,21130580,"to_in_008",8255
2024,21130590,"to_in_001",16620
2024,21130590,"to_in_007",7840
2024,21130590,"to_in_008",8780
2024,21130600,"to_in_001",14997
2024,21130600,"to_in_007",7123
2024,21130600,"to_in_008",7874
2024,21130620,"to_in_001",12832
2024,21130620,"to_in_007",6223
2024,21130620,"to_in_008",6609
2024,21130630,"to_in_001",31786
2024,21130630,"to_in_007",14953
2024,21130630,"to_in_008",16833
2024,21140,"to_in_001",167787
2024,21140,"to_in_007",78338
2024,21140,"to_in_008",89449
2024,21140510,"to_in_001",16321
2024,21140510,"to_in_007",7468
2024,21140510,"to_in_008",8853
2024,21140520,"to_in_001",12751
2024,21140520,"to_in_007",5975
2024,21140520,"to_in_008",6776
2024,21140530,"to_in_001",13342
2024,21140530,"to_in_007",6309
2024,21140530,"to_in_008",7033
2024,21140540,"to_in_001",24875
2024,21140540,"to_in_007",11722
2024,21140540,"to_in_008",13153
2024,21140550,"to_in_001",9550
2024,21140550,"to_in_007",4674
2024,21140550,"to_in_008",4876
2024,21140560,"to_in_001",24279
2024,21140560,"to_in_007",11157
2024,21140560,"to_in_008",13122
2024,21140570,"to_in_001",17823
2024,21140570,"to_in_007",8180
2024,21140570,"to_in_008",9643
2024,21140580,"to_in_001",9306
2024,21140580,"to_in_007",4234
2024,21140580,"to_in_008",5072
2024,21140590,"to_in_001",12945
2024,21140590,"to_in_007",5797
2024,21140590,"to_in_008",7148
2024,21140600,"to_in_001",26595
2024,21140600,"to_in_007",12822
2024,21140600,"to_in_008",13773
2024,21150,"to_in_001",205140
2024,21150,"to_in_007",102439
2024,21150,"to_in_008",102701
2024,21150510,"to_in_001",5410
2024,21150510,"to_in_007",2847
2024,21150510,"to_in_008",2563
2024,21150520,"to_in_001",25500
2024,21150520,"to_in_007",12613
2024,21150520,"to_in_008",12887
2024,21150540,"to_in_001",8932
2024,21150540,"to_in_007",4184
2024,21150540,"to_in_008",4748
2024,21150550,"to_in_001",11976
2024,21150550,"to_in_007",6044
2024,21150550,"to_in_008",5932
2024,21150560,"to_in_001",12040
2024,21150560,"to_in_007",6082
2024,21150560,"to_in_008",5958
2024,21150570,"to_in_001",25748
2024,21150570,"to_in_007",13089
2024,21150570,"to_in_008",12659
2024,21150600,"to_in_001",16214
2024,21150600,"to_in_007",8169
2024,21150600,"to_in_008",8045
2024,21150610,"to_in_001",24836
2024,21150610,"to_in_007",12136
2024,21150610,"to_in_008",12700
2024,21150620,"to_in_001",11811
2024,21150620,"to_in_007",5735
2024,21150620,"to_in_008",6076
2024,21150630,"to_in_001",26489
2024,21150630,"to_in_007",13152
2024,21150630,"to_in_008",13337
2024,21150640,"to_in_001",23931
2024,21150640,"to_in_007",11870
2024,21150640,"to_in_008",12061
2024,21150650,"to_in_001",12253
2024,21150650,"to_in_007",6518
2024,21150650,"to_in_008",5735
2024,21510,"to_in_001",173228
2024,21510,"to_in_007",86131
2024,21510,"to_in_008",87097
2024,21510110,"to_in_001",50330
2024,21510110,"to_in_007",24488
2024,21510110,"to_in_008",25842
2024,21510111,"to_in_001",28934
2024,21510111,"to_in_007",14259
2024,21510111,"to_in_008",14675
2024,21510120,"to_in_001",9031
2024,21510120,"to_in_007",5024
2024,21510120,"to_in_008",4007
2024,21510130,"to_in_001",77890
2024,21510130,"to_in_007",38885
2024,21510130,"to_in_008",39005
2024,21510330,"to_in_001",7043
2024,21510330,"to_in_007",3475
2024,21510330,"to_in_008",3568
2024,22,"to_in_001",2369336
2024,22,"to_in_007",1164359
2024,22,"to_in_008",1204977
2024,22010,"to_in_001",94128
2024,22010,"to_in_007",45038
2024,22010,"to_in_008",49090
2024,22010540,"to_in_001",7042
2024,22010540,"to_in_007",3461
2024,22010540,"to_in_008",3581
2024,22010560,"to_in_001",4702
2024,22010560,"to_in_007",2238
2024,22010560,"to_in_008",2464
2024,22010590,"to_in_001",7743
2024,22010590,"to_in_007",3749
2024,22010590,"to_in_008",3994
2024,22010610,"to_in_001",12044
2024,22010610,"to_in_007",5955
2024,22010610,"to_in_008",6089
2024,22010620,"to_in_001",7136
2024,22010620,"to_in_007",3438
2024,22010620,"to_in_008",3698
2024,22010640,"to_in_001",4694
2024,22010640,"to_in_007",2214
2024,22010640,"to_in_008",2480
2024,22010650,"to_in_001",6991
2024,22010650,"to_in_007",3280
2024,22010650,"to_in_008",3711
2024,22010660,"to_in_001",5932
2024,22010660,"to_in_007",2749
2024,22010660,"to_in_008",3183
2024,22010670,"to_in_001",15994
2024,22010670,"to_in_007",7472
2024,22010670,"to_in_008",8522
2024,22010680,"to_in_001",7503
2024,22010680,"to_in_007",3508
2024,22010680,"to_in_008",3995
2024,22010690,"to_in_001",4591
2024,22010690,"to_in_007",2189
2024,22010690,"to_in_008",2402
2024,22010700,"to_in_001",9756
2024,22010700,"to_in_007",4785
2024,22010700,"to_in_008",4971
2024,22020,"to_in_001",336051
2024,22020,"to_in_007",163725
2024,22020,"to_in_008",172326
2024,22020510,"to_in_001",10868
2024,22020510,"to_in_007",5379
2024,22020510,"to_in_008",5489
2024,22020520,"to_in_001",11489
2024,22020520,"to_in_007",5436
2024,22020520,"to_in_008",6053
2024,22020530,"to_in_001",11058
2024,22020530,"to_in_007",5438
2024,22020530,"to_in_008",5620
2024,22020540,"to_in_001",17745
2024,22020540,"to_in_007",8743
2024,22020540,"to_in_008",9002
2024,22020550,"to_in_001",7386
2024,22020550,"to_in_007",3505
2024,22020550,"to_in_008",3881
2024,22020560,"to_in_001",11243
2024,22020560,"to_in_007",5214
2024,22020560,"to_in_008",6029
2024,22020580,"to_in_001",13974
2024,22020580,"to_in_007",6870
2024,22020580,"to_in_008",7104
2024,22020590,"to_in_001",10061
2024,22020590,"to_in_007",4949
2024,22020590,"to_in_008",5112
2024,22020600,"to_in_001",11669
2024,22020600,"to_in_007",5760
2024,22020600,"to_in_008",5909
2024,22020610,"to_in_001",13477
2024,22020610,"to_in_007",6388
2024,22020610,"to_in_008",7089
2024,22020620,"to_in_001",3499
2024,22020620,"to_in_007",1858
2024,22020620,"to_in_008",1641
2024,22020630,"to_in_001",19534
2024,22020630,"to_in_007",9585
2024,22020630,"to_in_008",9949
2024,22020650,"to_in_001",12787
2024,22020650,"to_in_007",6329
2024,22020650,"to_in_008",6458
2024,22020660,"to_in_001",14203
2024,22020660,"to_in_007",7032
2024,22020660,"to_in_008",7171
2024,22020680,"to_in_001",16959
2024,22020680,"to_in_007",8198
2024,22020680,"to_in_008",8761
2024,22020690,"to_in_001",13365
2024,22020690,"to_in_007",6556
2024,22020690,"to_in_008",6809
2024,22020710,"to_in_001",20193
2024,22020710,"to_in_007",9728
2024,22020710,"to_in_008",10465
2024,22020730,"to_in_001",37566
2024,22020730,"to_in_007",18082
2024,22020730,"to_in_008",19484
2024,22020740,"to_in_001",15811
2024,22020740,"to_in_007",7833
2024,22020740,"to_in_008",7978
2024,22020760,"to_in_001",19977
2024,22020760,"to_in_007",9647
2024,22020760,"to_in_008",10330
2024,22020770,"to_in_001",26315
2024,22020770,"to_in_007",12907
2024,22020770,"to_in_008",13408
2024,22020780,"to_in_001",16872
2024,22020780,"to_in_007",8288
2024,22020780,"to_in_008",8584
2024,22030,"to_in_001",164111
2024,22030,"to_in_007",81456
2024,22030,"to_in_008",82655
2024,22030510,"to_in_001",9675
2024,22030510,"to_in_007",4705
2024,22030510,"to_in_008",4970
2024,22030520,"to_in_001",8295
2024,22030520,"to_in_007",3966
2024,22030520,"to_in_008",4329
2024,22030530,"to_in_001",14534
2024,22030530,"to_in_007",6909
2024,22030530,"to_in_008",7625
2024,22030540,"to_in_001",8261
2024,22030540,"to_in_007",4155
2024,22030540,"to_in_008",4106
2024,22030550,"to_in_001",7911
2024,22030550,"to_in_007",3848
2024,22030550,"to_in_008",4063
2024,22030560,"to_in_001",8538
2024,22030560,"to_in_007",4106
2024,22030560,"to_in_008",4432
2024,22030570,"to_in_001",5200
2024,22030570,"to_in_007",2647
2024,22030570,"to_in_008",2553
2024,22030580,"to_in_001",6560
2024,22030580,"to_in_007",3195
2024,22030580,"to_in_008",3365
2024,22030590,"to_in_001",9701
2024,22030590,"to_in_007",5321
2024,22030590,"to_in_008",4380
2024,22030600,"to_in_001",6572
2024,22030600,"to_in_007",3282
2024,22030600,"to_in_008",3290
2024,22030610,"to_in_001",7065
2024,22030610,"to_in_007",3396
2024,22030610,"to_in_008",3669
2024,22030620,"to_in_001",12687
2024,22030620,"to_in_007",6226
2024,22030620,"to_in_008",6461
2024,22030630,"to_in_001",15584
2024,22030630,"to_in_007",7711
2024,22030630,"to_in_008",7873
2024,22030640,"to_in_001",9624
2024,22030640,"to_in_007",4919
2024,22030640,"to_in_008",4705
2024,22030650,"to_in_001",5676
2024,22030650,"to_in_007",2982
2024,22030650,"to_in_008",2694
2024,22030660,"to_in_001",18170
2024,22030660,"to_in_007",9012
2024,22030660,"to_in_008",9158
2024,22030680,"to_in_001",10058
2024,22030680,"to_in_007",5076
2024,22030680,"to_in_008",4982
2024,22040,"to_in_001",136119
2024,22040,"to_in_007",64467
2024,22040,"to_in_008",71652
2024,22040510,"to_in_001",12387
2024,22040510,"to_in_007",5845
2024,22040510,"to_in_008",6542
2024,22040530,"to_in_001",7811
2024,22040530,"to_in_007",3765
2024,22040530,"to_in_008",4046
2024,22040540,"to_in_001",12752
2024,22040540,"to_in_007",6009
2024,22040540,"to_in_008",6743
2024,22040550,"to_in_001",14351
2024,22040550,"to_in_007",6740
2024,22040550,"to_in_008",7611
2024,22040560,"to_in_001",9821
2024,22040560,"to_in_007",4777
2024,22040560,"to_in_008",5044
2024,22040570,"to_in_001",12457
2024,22040570,"to_in_007",5739
2024,22040570,"to_in_008",6718
2024,22040580,"to_in_001",10355
2024,22040580,"to_in_007",4993
2024,22040580,"to_in_008",5362
2024,22040590,"to_in_001",9809
2024,22040590,"to_in_007",4653
2024,22040590,"to_in_008",5156
2024,22040600,"to_in_001",5448
2024,22040600,"to_in_007",2545
2024,22040600,"to_in_008",2903
2024,22040610,"to_in_001",11041
2024,22040610,"to_in_007",5230
2024,22040610,"to_in_008",5811
2024,22040640,"to_in_001",13751
2024,22040640,"to_in_007",6678
2024,22040640,"to_in_008",7073
2024,22040650,"to_in_001",8299
2024,22040650,"to_in_007",3914
2024,22040650,"to_in_008",4385
2024,22040660,"to_in_001",7837
2024,22040660,"to_in_007",3579
2024,22040660,"to_in_008",4258
2024,22050,"to_in_001",422633
2024,22050,"to_in_007",209441
2024,22050,"to_in_008",213192
2024,22050510,"to_in_001",12304
2024,22050510,"to_in_007",6080
2024,22050510,"to_in_008",6224
2024,22050520,"to_in_001",21316
2024,22050520,"to_in_007",10077
2024,22050520,"to_in_008",11239
2024,22050550,"to_in_001",3636
2024,22050550,"to_in_007",1972
2024,22050550,"to_in_008",1664
2024,22050560,"to_in_001",16849
2024,22050560,"to_in_007",8120
2024,22050560,"to_in_008",8729
2024,22050570,"to_in_001",18147
2024,22050570,"to_in_007",8651
2024,22050570,"to_in_008",9496
2024,22050610,"to_in_001",8236
2024,22050610,"to_in_007",4053
2024,22050610,"to_in_008",4183
2024,22050620,"to_in_001",9996
2024,22050620,"to_in_007",4872
2024,22050620,"to_in_008",5124
2024,22050630,"to_in_001",14588
2024,22050630,"to_in_007",7473
2024,22050630,"to_in_008",7115
2024,22050640,"to_in_001",8024
2024,22050640,"to_in_007",4248
2024,22050640,"to_in_008",3776
2024,22050650,"to_in_001",7799
2024,22050650,"to_in_007",4347
2024,22050650,"to_in_008",3452
2024,22050660,"to_in_001",29388
2024,22050660,"to_in_007",14639
2024,22050660,"to_in_008",14749
2024,22050700,"to_in_001",5862
2024,22050700,"to_in_007",2935
2024,22050700,"to_in_008",2927
2024,22050710,"to_in_001",33162
2024,22050710,"to_in_007",16898
2024,22050710,"to_in_008",16264
2024,22050740,"to_in_001",23279
2024,22050740,"to_in_007",11219
2024,22050740,"to_in_008",12060
2024,22050750,"to_in_001",32738
2024,22050750,"to_in_007",16167
2024,22050750,"to_in_008",16571
2024,22050760,"to_in_001",24303
2024,22050760,"to_in_007",11994
2024,22050760,"to_in_008",12309
2024,22050770,"to_in_001",14579
2024,22050770,"to_in_007",7337
2024,22050770,"to_in_008",7242
2024,22050780,"to_in_001",23448
2024,22050780,"to_in_007",11516
2024,22050780,"to_in_008",11932
2024,22050790,"to_in_001",31386
2024,22050790,"to_in_007",15307
2024,22050790,"to_in_008",16079
2024,22050810,"to_in_001",11287
2024,22050810,"to_in_007",5914
2024,22050810,"to_in_008",5373
2024,22050820,"to_in_001",25559
2024,22050820,"to_in_007",12373
2024,22050820,"to_in_008",13186
2024,22050830,"to_in_001",30149
2024,22050830,"to_in_007",14817
2024,22050830,"to_in_008",15332
2024,22050840,"to_in_001",16598
2024,22050840,"to_in_007",8432
2024,22050840,"to_in_008",8166
2024,22060,"to_in_001",398685
2024,22060,"to_in_007",192287
2024,22060,"to_in_008",206398
2024,22060510,"to_in_001",19916
2024,22060510,"to_in_007",9572
2024,22060510,"to_in_008",10344
2024,22060520,"to_in_001",13808
2024,22060520,"to_in_007",6598
2024,22060520,"to_in_008",7210
2024,22060530,"to_in_001",16967
2024,22060530,"to_in_007",8199
2024,22060530,"to_in_008",8768
2024,22060540,"to_in_001",18393
2024,22060540,"to_in_007",9107
2024,22060540,"to_in_008",9286
2024,22060550,"to_in_001",20238
2024,22060550,"to_in_007",9829
2024,22060550,"to_in_008",10409
2024,22060560,"to_in_001",10494
2024,22060560,"to_in_007",5211
2024,22060560,"to_in_008",5283
2024,22060570,"to_in_001",21050
2024,22060570,"to_in_007",10945
2024,22060570,"to_in_008",10105
2024,22060580,"to_in_001",16331
2024,22060580,"to_in_007",7451
2024,22060580,"to_in_008",8880
2024,22060590,"to_in_001",10059
2024,22060590,"to_in_007",4923
2024,22060590,"to_in_008",5136
2024,22060600,"to_in_001",12864
2024,22060600,"to_in_007",5942
2024,22060600,"to_in_008",6922
2024,22060610,"to_in_001",21069
2024,22060610,"to_in_007",10118
2024,22060610,"to_in_008",10951
2024,22060620,"to_in_001",11388
2024,22060620,"to_in_007",5386
2024,22060620,"to_in_008",6002
2024,22060630,"to_in_001",14553
2024,22060630,"to_in_007",7068
2024,22060630,"to_in_008",7485
2024,22060640,"to_in_001",14071
2024,22060640,"to_in_007",6787
2024,22060640,"to_in_008",7284
2024,22060650,"to_in_001",14964
2024,22060650,"to_in_007",7169
2024,22060650,"to_in_008",7795
2024,22060660,"to_in_001",14401
2024,22060660,"to_in_007",7021
2024,22060660,"to_in_008",7380
2024,22060670,"to_in_001",18977
2024,22060670,"to_in_007",8954
2024,22060670,"to_in_008",10023
2024,22060680,"to_in_001",18171
2024,22060680,"to_in_007",8536
2024,22060680,"to_in_008",9635
2024,22060690,"to_in_001",9808
2024,22060690,"to_in_007",4423
2024,22060690,"to_in_008",5385
2024,22060700,"to_in_001",15220
2024,22060700,"to_in_007",7362
2024,22060700,"to_in_008",7858
2024,22060710,"to_in_001",30653
2024,22060710,"to_in_007",14874
2024,22060710,"to_in_008",15779
2024,22060720,"to_in_001",25828
2024,22060720,"to_in_007",12697
2024,22060720,"to_in_008",13131
2024,22060730,"to_in_001",29462
2024,22060730,"to_in_007",14115
2024,22060730,"to_in_008",15347
2024,22070,"to_in_001",532999
2024,22070,"to_in_007",262668
2024,22070,"to_in_008",270331
2024,22070550,"to_in_001",8373
2024,22070550,"to_in_007",3987
2024,22070550,"to_in_008",4386
2024,22070560,"to_in_001",22528
2024,22070560,"to_in_007",11146
2024,22070560,"to_in_008",11382
2024,22070570,"to_in_001",30009
2024,22070570,"to_in_007",14692
2024,22070570,"to_in_008",15317
2024,22070580,"to_in_001",14369
2024,22070580,"to_in_007",7048
2024,22070580,"to_in_008",7321
2024,22070590,"to_in_001",15972
2024,22070590,"to_in_007",7890
2024,22070590,"to_in_008",8082
2024,22070600,"to_in_001",21028
2024,22070600,"to_in_007",10695
2024,22070600,"to_in_008",10333
2024,22070610,"to_in_001",39694
2024,22070610,"to_in_007",19811
2024,22070610,"to_in_008",19883
2024,22070630,"to_in_001",15218
2024,22070630,"to_in_007",7846
2024,22070630,"to_in_008",7372
2024,22070650,"to_in_001",32690
2024,22070650,"to_in_007",15983
2024,22070650,"to_in_008",16707
2024,22070660,"to_in_001",17541
2024,22070660,"to_in_007",8614
2024,22070660,"to_in_008",8927
2024,22070670,"to_in_001",9814
2024,22070670,"to_in_007",4631
2024,22070670,"to_in_008",5183
2024,22070680,"to_in_001",31720
2024,22070680,"to_in_007",15226
2024,22070680,"to_in_008",16494
2024,22070690,"to_in_001",16888
2024,22070690,"to_in_007",8410
2024,22070690,"to_in_008",8478
2024,22070700,"to_in_001",18166
2024,22070700,"to_in_007",8694
2024,22070700,"to_in_008",9472
2024,22070710,"to_in_001",12340
2024,22070710,"to_in_007",6121
2024,22070710,"to_in_008",6219
2024,22070720,"to_in_001",28778
2024,22070720,"to_in_007",14405
2024,22070720,"to_in_008",14373
2024,22070730,"to_in_001",25661
2024,22070730,"to_in_007",12893
2024,22070730,"to_in_008",12768
2024,22070740,"to_in_001",15235
2024,22070740,"to_in_007",7754
2024,22070740,"to_in_008",7481
2024,22070750,"to_in_001",21036
2024,22070750,"to_in_007",10140
2024,22070750,"to_in_008",10896
2024,22070760,"to_in_001",14425
2024,22070760,"to_in_007",6964
2024,22070760,"to_in_008",7461
2024,22070770,"to_in_001",39298
2024,22070770,"to_in_007",19353
2024,22070770,"to_in_008",19945
2024,22070780,"to_in_001",49318
2024,22070780,"to_in_007",24067
2024,22070780,"to_in_008",25251
2024,22070790,"to_in_001",32898
2024,22070790,"to_in_007",16298
2024,22070790,"to_in_008",16600
2024,22510,"to_in_001",263117
2024,22510,"to_in_007",134437
2024,22510,"to_in_008",128680
2024,22510110,"to_in_001",45365
2024,22510110,"to_in_007",22388
2024,22510110,"to_in_008",22977
2024,22510120,"to_in_001",19815
2024,22510120,"to_in_007",10933
2024,22510120,"to_in_008",8882
2024,22510130,"to_in_001",90598
2024,22510130,"to_in_007",45389
2024,22510130,"to_in_008",45209
2024,22510140,"to_in_001",30731
2024,22510140,"to_in_007",15674
2024,22510140,"to_in_008",15057
2024,22510150,"to_in_001",22651
2024,22510150,"to_in_007",11362
2024,22510150,"to_in_008",11289
2024,22510160,"to_in_001",23169
2024,22510160,"to_in_007",12296
2024,22510160,"to_in_008",10873
2024,22510310,"to_in_001",6930
2024,22510310,"to_in_007",3273
2024,22510310,"to_in_008",3657
2024,22510320,"to_in_001",3331
2024,22510320,"to_in_007",1772
2024,22510320,"to_in_008",1559
2024,22510360,"to_in_001",20527
2024,22510360,"to_in_007",11350
2024,22510360,"to_in_008",9177
2024,22520,"to_in_001",21493
2024,22520,"to_in_007",10840
2024,22520,"to_in_008",10653
2024,22520111,"to_in_001",7606
2024,22520111,"to_in_007",3932
2024,22520111,"to_in_008",3674
2024,22520311,"to_in_001",2169
2024,22520311,"to_in_007",1095
2024,22520311,"to_in_008",1074
2024,22520312,"to_in_001",3522
2024,22520312,"to_in_007",1807
2024,22520312,"to_in_008",1715
2024,22520313,"to_in_001",1987
2024,22520313,"to_in_007",979
2024,22520313,"to_in_008",1008
2024,22520314,"to_in_001",1760
2024,22520314,"to_in_007",866
2024,22520314,"to_in_008",894
2024,22520315,"to_in_001",2130
2024,22520315,"to_in_007",1011
2024,22520315,"to_in_008",1119
2024,22520316,"to_in_001",1101
2024,22520316,"to_in_007",532
2024,22520316,"to_in_008",569
2024,22520317,"to_in_001",1218
2024,22520317,"to_in_007",618
2024,22520317,"to_in_008",600
2024,23,"to_in_001",3058033
2024,23,"to_in_007",1532995
2024,23,"to_in_008",1525038
2024,23010,"to_in_001",164937
2024,23010,"to_in_007",84863
2024,23010,"to_in_008",80074
2024,23010520,"to_in_001",5366
2024,23010520,"to_in_007",2966
2024,23010520,"to_in_008",2400
2024,23010530,"to_in_001",4817
2024,23010530,"to_in_007",2394
2024,23010530,"to_in_008",2423
2024,23010540,"to_in_001",14592
2024,23010540,"to_in_007",7385
2024,23010540,"to_in_008",7207
2024,23010560,"to_in_001",3548
2024,23010560,"to_in_007",1830
2024,23010560,"to_in_008",1718
2024,23010570,"to_in_001",2916
2024,23010570,"to_in_007",1517
2024,23010570,"to_in_008",1399
2024,23010580,"to_in_001",5548
2024,23010580,"to_in_007",2848
2024,23010580,"to_in_008",2700
2024,23010630,"to_in_001",3245
2024,23010630,"to_in_007",1749
2024,23010630,"to_in_008",1496
2024,23010640,"to_in_001",38404
2024,23010640,"to_in_007",19976
2024,23010640,"to_in_008",18428
2024,23010650,"to_in_001",21389
2024,23010650,"to_in_007",11641
2024,23010650,"to_in_008",9748
2024,23010670,"to_in_001",7229
2024,23010670,"to_in_007",3766
2024,23010670,"to_in_008",3463
2024,23010681,"to_in_001",32784
2024,23010681,"to_in_007",16272
2024,23010681,"to_in_008",16512
2024,23010691,"to_in_001",25099
2024,23010691,"to_in_007",12519
2024,23010691,"to_in_008",12580
2024,23020,"to_in_001",57944
2024,23020,"to_in_007",28988
2024,23020,"to_in_008",28956
2024,23020510,"to_in_001",6261
2024,23020510,"to_in_007",3232
2024,23020510,"to_in_008",3029
2024,23020520,"to_in_001",5326
2024,23020520,"to_in_007",2684
2024,23020520,"to_in_008",2642
2024,23020530,"to_in_001",6801
2024,23020530,"to_in_007",3383
2024,23020530,"to_in_008",3418
2024,23020550,"to_in_001",9615
2024,23020550,"to_in_007",4728
2024,23020550,"to_in_008",4887
2024,23020570,"to_in_001",2832
2024,23020570,"to_in_007",1498
2024,23020570,"to_in_008",1334
2024,23020580,"to_in_001",6533
2024,23020580,"to_in_007",3169
2024,23020580,"to_in_008",3364
2024,23020590,"to_in_001",1243
2024,23020590,"to_in_007",627
2024,23020590,"to_in_008",616
2024,23020600,"to_in_001",5535
2024,23020600,"to_in_007",2761
2024,23020600,"to_in_008",2774
2024,23020610,"to_in_001",6009
2024,23020610,"to_in_007",3067
2024,23020610,"to_in_008",2942
2024,23020630,"to_in_001",5623
2024,23020630,"to_in_007",2789
2024,23020630,"to_in_008",2834
2024,23020640,"to_in_001",2166
2024,23020640,"to_in_007",1050
2024,23020640,"to_in_008",1116
2024,23040,"to_in_001",417391
2024,23040,"to_in_007",207871
2024,23040,"to_in_008",209520
2024,23040510,"to_in_001",18313
2024,23040510,"to_in_007",9147
2024,23040510,"to_in_008",9166
2024,23040520,"to_in_001",19713
2024,23040520,"to_in_007",10234
2024,23040520,"to_in_008",9479
2024,23040530,"to_in_001",28282
2024,23040530,"to_in_007",15493
2024,23040530,"to_in_008",12789
2024,23040540,"to_in_001",20167
2024,23040540,"to_in_007",9921
2024,23040540,"to_in_008",10246
2024,23040550,"to_in_001",14926
2024,23040550,"to_in_007",6978
2024,23040550,"to_in_008",7948
2024,23040560,"to_in_001",24140
2024,23040560,"to_in_007",12524
2024,23040560,"to_in_008",11616
2024,23040570,"to_in_001",25419
2024,23040570,"to_in_007",12449
2024,23040570,"to_in_008",12970
2024,23040580,"to_in_001",16605
2024,23040580,"to_in_007",8069
2024,23040580,"to_in_008",8536
2024,23040590,"to_in_001",17084
2024,23040590,"to_in_007",8379
2024,23040590,"to_in_008",8705
2024,23040600,"to_in_001",19586
2024,23040600,"to_in_007",9768
2024,23040600,"to_in_008",9818
2024,23040640,"to_in_001",37824
2024,23040640,"to_in_007",18601
2024,23040640,"to_in_008",19223
2024,23040650,"to_in_001",52366
2024,23040650,"to_in_007",25599
2024,23040650,"to_in_008",26767
2024,23040660,"to_in_001",35953
2024,23040660,"to_in_007",17677
2024,23040660,"to_in_008",18276
2024,23040680,"to_in_001",40865
2024,23040680,"to_in_007",20148
2024,23040680,"to_in_008",20717
2024,23040690,"to_in_001",46148
2024,23040690,"to_in_007",22884
2024,23040690,"to_in_008",23264
2024,23050,"to_in_001",492920
2024,23050,"to_in_007",246405
2024,23050,"to_in_008",246515
2024,23050510,"to_in_001",30794
2024,23050510,"to_in_007",14888
2024,23050510,"to_in_008",15906
2024,23050521,"to_in_001",35926
2024,23050521,"to_in_007",17610
2024,23050521,"to_in_008",18316
2024,23050530,"to_in_001",29141
2024,23050530,"to_in_007",14644
2024,23050530,"to_in_008",14497
2024,23050540,"to_in_001",13283
2024,23050540,"to_in_007",6634
2024,23050540,"to_in_008",6649
2024,23050550,"to_in_001",17975
2024,23050550,"to_in_007",8852
2024,23050550,"to_in_008",9123
2024,23050561,"to_in_001",20224
2024,23050561,"to_in_007",10088
2024,23050561,"to_in_008",10136
2024,23050570,"to_in_001",26203
2024,23050570,"to_in_007",13126
