행정기관코드,시군구명,읍면동명,총인구,고령인구,위치코드,전체쉼터수,개방형쉼터수,평균용량,독거노인,고령비율,독거비율,취약도
1171056100,송파구,방이1동,14748,2832,1171056100.0,5.0,1.0,36.2,493,0.1920260374288039,0.03342826145918091,-0.7032535584596323
1171056200,송파구,방이2동,26301,4320,1171056200.0,2.0,1.0,31.0,1163,0.16425230979810654,0.044218850994258777,-0.7836055547318668
1171056600,송파구,오륜동,17369,3622,1171056600.0,4.0,1.0,26.75,350,0.20853244285796535,0.02015084345673326,-0.7873465427851043
1171057000,송파구,오금동,36911,8250,1171057000.0,16.0,2.0,29.3125,1736,0.2235106065942402,0.047032050066375876,-0.11591912614372338
1171058000,송파구,송파1동,22839,4140,1171058000.0,5.0,2.0,107.2,865,0.18126888217522658,0.03787381233854372,-0.7292619106385707
1171059000,송파구,송파2동,17616,3247,1171059000.0,7.0,1.0,31.857142857142858,467,0.18432107175295187,0.026509990917347865,-0.9159252530917403
1171060000,송파구,석촌동,29872,5529,1171060000.0,5.0,2.0,39.8,1479,0.18508971612212105,0.0495112479914301,-0.46616922363493385
1171061000,송파구,삼전동,28062,4841,1171061000.0,5.0,2.0,23.8,1367,0.17251086879053523,0.048713562825172835,-0.6117515670595183
1171062000,송파구,가락본동,24530,4884,1171062000.0,9.0,1.0,37.333333333333336,1086,0.19910313901345292,0.04427231960864248,-0.42167923233609295
1171063100,송파구,가락1동,27053,4597,1171063100.0,9.0,3.0,50.0,577,0.16992570140095367,0.021328503308320704,-1.1645205013940507
1171063200,송파구,가락2동,28431,5023,1171063200.0,7.0,1.0,36.142857142857146,854,0.17667334951285568,0.030037634975906582,-0.9273644136718451
1171064100,송파구,문정1동,19611,3917,1171064100.0,6.0,1.0,33.0,625,0.19973484269032685,0.031869868951098876,-0.6533574804669109
1171064200,송파구,문정2동,28548,4767,1171064200.0,6.0,2.0,41.0,592,0.1669819251786465,0.02073700434356172,-1.2063661155164533
1171064600,송파구,장지동,30689,5992,1171064600.0,8.0,2.0,73.0,1248,0.19524911205969567,0.040666036690670926,-0.5308574060236253
1171064700,송파구,위례동,44859,4703,1171064700.0,24.0,2.0,37.5,670,0.10483960855123832,0.014935687376000357,-1.9613123701924855
1171065000,송파구,잠실본동,26925,4572,1171065000.0,8.0,4.0,45.125,1244,0.1698050139275766,0.04620241411327762,-0.6880050194315497
1171067000,송파구,잠실2동,34460,4396,1171067000.0,4.0,1.0,100.5,577,0.12756819500870575,0.016744051073708646,-1.6912113554500692
1171068000,송파구,잠실3동,33358,6884,1171068000.0,5.0,2.0,41.6,788,0.20636728820672703,0.023622519335691587,-0.7430857368035435
1171069000,송파구,잠실4동,32554,5318,1171069000.0,5.0,1.0,27.4,616,0.16335934140197825,0.018922405848743627,-1.2787338174788159
1171071000,송파구,잠실6동,16060,3348,1171071000.0,4.0,3.0,47.5,399,0.20846824408468245,0.024844333748443338,-0.6978612120950095
1171072000,송파구,잠실7동,9294,2484,1171072000.0,4.0,2.0,63.75,291,0.2672692059393157,0.03131052291801162,0.03525401618058355
1174051500,강동구,강일동,34223,7237,1174051500.0,22.0,6.0,67.5,1758,0.21146597317593432,0.05136896239371183,-0.15734668954222764
1174052500,강동구,상일제1동,38853,6142,1174052500.0,15.0,5.0,115.8,817,0.15808303091138393,0.02102797724757419,-1.2929301564996982
1174052600,강동구,상일제2동,13130,2295,1174052600.0,8.0,3.0,70.875,569,0.1747905559786748,0.04333587204874333,-0.6914360786055871
1174053000,강동구,명일제1동,24707,5112,1174053000.0,14.0,7.0,33.142857142857146,1004,0.20690492572955033,0.040636256931234065,-0.41072709915169064
1174054000,강동구,명일제2동,16804,3285,1174054000.0,9.0,5.0,213.22222222222223,426,0.19548916924541776,0.02535110687931445,-0.82253276636189
1174055000,강동구,고덕제1동,23603,3572,1174055000.0,12.0,6.0,62.916666666666664,574,0.1513366944879888,0.024318942507308393,-1.2995809802907377
1174056000,강동구,고덕제2동,26176,4091,1174056000.0,7.0,3.0,93.71428571428571,882,0.15628820293398532,0.03369498777506112,-1.06821516451173
1174057000,강동구,암사제1동,32502,7733,1174057000.0,15.0,5.0,36.46666666666667,2204,0.23792382007261093,0.0678112116177466,0.4324529843741197
1174058000,강동구,암사제2동,14472,2934,1174058000.0,7.0,4.0,44.285714285714285,556,0.2027363184079602,0.03841901603095633,-0.4964829203474619
1174059000,강동구,암사제3동,16821,3330,1174059000.0,8.0,1.0,46.75,468,0.19796682718031033,0.027822364901016586,-0.7494086173417592
1174060000,강동구,천호제1동,23858,6298,1174060000.0,15.0,7.0,59.0,1948,0.2639785396931847,0.08164976108642803,0.9680675319368688
1174061000,강동구,천호제2동,36019,7720,1174061000.0,14.0,9.0,109.64285714285714,2371,0.21433132513395708,0.06582636941614148,0.15001601841261825
1174062000,강동구,천호제3동,27670,5905,1174062000.0,15.0,5.0,41.4,1855,0.2134080231297434,0.06704011564871702,0.1637677355533844
1174064000,강동구,성내제1동,18834,3826,1174064000.0,10.0,7.0,48.1,695,0.20314325156631624,0.03690134862482744,-0.5214194795832399
1174065000,강동구,성내제2동,23832,5338,1174065000.0,9.0,5.0,59.77777777777778,1741,0.2239845585767036,0.073053037932192,0.3887866367098895
1174066000,강동구,성내제3동,21516,4827,1174066000.0,15.0,10.0,52.4,1221,0.2243446737311768,0.05674846625766871,0.07934601089519436
1174068500,강동구,길동,47898,10725,1174068500.0,20.0,12.0,37.35,2662,0.22391331579606663,0.05557643325399808,0.05236725821917752
1174069000,강동구,둔촌제1동,32933,5033,1174069000.0,3.0,2.0,333.6666666666667,465,0.1528254334558042,0.01411957610906993,-1.4800684533613495
1174070000,강동구,둔촌제2동,25160,5410,1174070000.0,20.0,7.0,37.7,1143,0.21502384737678856,0.04542925278219396,-0.234589846454646
