행정기관코드,시군구명,읍면동명,총인구,고령인구,위치코드,전체쉼터수,개방형쉼터수,평균용량,독거노인,고령비율,독거비율,취약도
1138069000,은평구,진관동,53565,10517,1138069000.0,41.0,4.0,29.926829268292682,1733,0.19634089424064222,0.03235321571921964,-0.6792197900797348
1141052000,서대문구,천연동,16246,3659,1141052000.0,10.0,2.0,22.9,1131,0.2252246706881694,0.06961713652591407,0.33563364886933167
1141055500,서대문구,북아현동,15076,2587,1141055500.0,5.0,2.0,21.4,769,0.17159724064738657,0.05100822499336694,-0.5771379952914262
1141056500,서대문구,충현동,19097,3913,1141056500.0,7.0,3.0,438.57142857142856,1081,0.2049012933968686,0.05660574959417709,-0.12474201423737177
1141058500,서대문구,신촌동,20650,2310,1141058500.0,5.0,2.0,27.8,711,0.11186440677966102,0.034430992736077484,-1.5141109735462126
1141061500,서대문구,연희동,33030,6641,1141061500.0,14.0,4.0,23.214285714285715,1723,0.20105964274901605,0.052164698758704206,-0.2498258167150876
1141062000,서대문구,홍제제1동,24256,5637,1141062000.0,13.0,2.0,26.846153846153847,1367,0.23239610817941952,0.056357189973614774,0.15520756806021685
1141064000,서대문구,홍제제3동,17157,4414,1141064000.0,9.0,2.0,21.555555555555557,1195,0.2572710846884653,0.06965087136445766,0.6681396875426077
1141065500,서대문구,홍제제2동,11803,2975,1141065500.0,9.0,1.0,25.77777777777778,757,0.25205456239939,0.06413623655002966,0.5081974920511441
1141066000,서대문구,홍은제1동,23322,5682,1141066000.0,15.0,5.0,27.8,1359,0.24363262155904297,0.05827116027784924,0.3083303419954984
1141068500,서대문구,홍은제2동,27047,6188,1141068500.0,10.0,2.0,24.0,1415,0.22878692646134507,0.052316338226050946,0.04021792595274082
1141069000,서대문구,남가좌제1동,17264,2663,1141069000.0,7.0,3.0,33.0,507,0.1542516218721038,0.029367469879518073,-1.172425805714507
1141070000,서대문구,남가좌제2동,28277,5569,1141070000.0,14.0,3.0,31.928571428571427,1558,0.19694451320861478,0.05509778265021042,-0.23610306061608544
1141071000,서대문구,북가좌제1동,17095,3527,1141071000.0,10.0,1.0,25.3,689,0.20631763673588768,0.0403041825095057,-0.42318711110720797
1141072000,서대문구,북가좌제2동,29490,7586,1141072000.0,7.0,1.0,23.0,1987,0.2572397422855205,0.06737877246524246,0.6241738145566347
1144055500,마포구,아현동,28566,4137,1144055500.0,3.0,1.0,23.0,921,0.14482251627809284,0.03224112581390464,-1.214873628528611
1144056500,마포구,공덕동,35843,6924,1144056500.0,11.0,1.0,34.18181818181818,1998,0.1931757944368496,0.05574310186089334,-0.26273523785865194
1144058500,마포구,도화동,20213,4178,1144058500.0,7.0,1.0,25.714285714285715,1006,0.20669865927868203,0.04976995003215752,-0.23742782820058456
1144059000,마포구,용강동,21165,3412,1144059000.0,3.0,1.0,33.333333333333336,826,0.16120954405858728,0.039026695015355536,-0.914843309426369
1144060000,마포구,대흥동,14221,2118,1144060000.0,6.0,2.0,17.833333333333332,756,0.1489346740735532,0.05316081850784052,-0.7704753122755783
1144061000,마포구,염리동,16740,2333,1144061000.0,4.0,1.0,18.75,645,0.1393667861409797,0.03853046594982079,-1.1505682808492734
1144063000,마포구,신수동,21955,3869,1144063000.0,4.0,1.0,20.0,834,0.17622409473923936,0.037986791163744024,-0.7793333940801292
1144065500,마포구,서강동,24345,3955,1144065500.0,6.0,1.0,28.666666666666668,867,0.16245635654138427,0.03561306223043746,-0.9674991870623397
1144066000,마포구,서교동,23436,3619,1144066000.0,7.0,2.0,23.285714285714285,971,0.1544205495818399,0.04143198498037208,-0.9389474754626668
1144068000,마포구,합정동,15446,2851,1144068000.0,4.0,1.0,34.25,742,0.18457853165868185,0.04803832707497087,-0.4997539235500966
1144069000,마포구,망원제1동,18336,3834,1144069000.0,3.0,1.0,23.666666666666668,998,0.20909685863874344,0.05442844677137871,-0.12311516134821915
1144070000,마포구,망원제2동,17062,3525,1144070000.0,3.0,1.0,39.0,756,0.20659946079005978,0.04430899073965537,-0.3433463758173837
1144071000,마포구,연남동,13825,2568,1144071000.0,5.0,1.0,35.6,632,0.185750452079566,0.045714285714285714,-0.5322570384497461
1144072000,마포구,성산제1동,18300,3460,1144072000.0,5.0,1.0,22.0,840,0.18907103825136612,0.04590163934426229,-0.4942719674180439
1144073000,마포구,성산제2동,37924,7196,1144073000.0,8.0,2.0,30.625,2088,0.18974791688640438,0.05505748338782829,-0.3114017840294259
1144074000,마포구,상암동,29110,5020,1144074000.0,5.0,1.0,49.0,952,0.1724493301271041,0.032703538302988666,-0.9199011379095628
1147051000,양천구,목1동,29799,4131,1147051000.0,12.0,1.0,31.5,692,0.1386288130474177,0.023222255780395315,-1.4522426101824903
1147052000,양천구,목2동,27731,5381,1147052000.0,15.0,3.0,38.13333333333333,1161,0.19404276802134796,0.04186650319137428,-0.5202918136096635
1147053000,양천구,목3동,20469,4442,1147053000.0,7.0,3.0,26.142857142857142,1086,0.21701108994088622,0.05305584053935219,-0.06752329768540799
1147054000,양천구,목4동,23485,4023,1147054000.0,7.0,2.0,28.571428571428573,1012,0.17130083031722376,0.04309133489461359,-0.7322710328846934
1147055000,양천구,목5동,40354,6036,1147055000.0,11.0,2.0,26.545454545454547,653,0.1495762501858552,0.016181791148337215,-1.4741055521664335
1147056000,양천구,신월1동,18426,5372,1147056000.0,5.0,2.0,35.0,1799,0.29154455660479756,0.09763377835666992,1.5605414267987379
1147057000,양천구,신월2동,20385,5086,1147057000.0,12.0,1.0,47.25,1168,0.2494971792985038,0.057297032131469215,0.3503504809823842
1147058000,양천구,신월3동,13463,3730,1147058000.0,6.0,1.0,38.0,1514,0.27705563395974153,0.11245636188071009,1.6952052880106614
1147059000,양천구,신월4동,16571,4158,1147059000.0,14.0,2.0,39.07142857142857,824,0.2509202824210971,0.04972542393337759,0.21965593895664898
1147060000,양천구,신월5동,13608,3152,1147060000.0,8.0,2.0,30.625,851,0.23162845385067607,0.06253674309229865,0.2659517625283174
1147061000,양천구,신월6동,13574,2444,1147061000.0,11.0,2.0,37.81818181818182,481,0.18005009577132755,0.035435391189037865,-0.7887190453393159
1147061100,양천구,신월7동,17819,5235,1147061100.0,10.0,3.0,47.4,1647,0.2937875301644312,0.09242942926090128,1.4838061833423177
1147062000,양천구,신정1동,19342,3311,1147062000.0,6.0,1.0,69.16666666666667,597,0.17118188398304207,0.03086547409781822,-0.9683308237811299
1147063000,양천구,신정2동,18612,3339,1147063000.0,13.0,2.0,28.76923076923077,776,0.17940038684719536,0.041693531055233185,-0.6752440081774528
1147064000,양천구,신정3동,45089,9324,1147064000.0,26.0,2.0,49.84615384615385,2110,0.20679101332919336,0.04679633613519927,-0.2935870957509002
1147065000,양천구,신정4동,31091,7384,1147065000.0,8.0,2.0,56.25,2197,0.23749638158952752,0.07066353607153196,0.48281260490658484
1147067000,양천구,신정6동,23826,3732,1147067000.0,9.0,5.0,40.55555555555556,450,0.15663560815915387,0.018886930244270964,-1.3490431357319608
1147068000,양천구,신정7동,27603,6289,1147068000.0,13.0,2.0,35.30769230769231,1896,0.22783755388907004,0.06868818606673188,0.34484867609915726
1150051000,강서구,염창동,40993,5803,1150051000.0,25.0,2.0,36.08,799,0.14156075427512013,0.019491132632400654,-1.4935462528913122
1150052000,강서구,등촌제1동,24846,3729,1150052000.0,10.0,1.0,23.0,937,0.15008452064718666,0.03771230781614747,-1.055295060552375
1150053000,강서구,등촌제2동,18886,4065,1150053000.0,9.0,1.0,26.77777777777778,732,0.21523880122842318,0.03875886900349465,-0.36048517799569224
1150053500,강서구,등촌제3동,28460,8409,1150053500.0,19.0,7.0,69.89473684210526,3590,0.2954673225579761,0.12614195361911454,2.1487341517805736
1150054000,강서구,화곡제1동,49621,10632,1150054000.0,5.0,1.0,44.8,2890,0.21426412204510187,0.05824147034521674,0.0036332593434499055
1150055000,강서구,화곡제2동,16671,3562,1150055000.0,1.0,0.0,28.0,994,0.21366444724371664,0.05962449763061604,0.023987775763971247
1150056000,강서구,화곡제3동,20440,5175,1150056000.0,2.0,1.0,24.0,1025,0.25318003913894327,0.05014677103718199,0.2511499691242566
1150057000,강서구,화곡제4동,18975,4840,1150057000.0,5.0,2.0,29.2,1308,0.25507246376811593,0.06893280632411067,0.6315795465780958
1150059000,강서구,화곡본동,31632,6302,1150059000.0,3.0,0.0,26.333333333333332,1826,0.19922862923621648,0.05772635306019221,-0.16196156817165086
1150059100,강서구,화곡제6동,25262,5081,1150059100.0,5.0,2.0,24.2,1289,0.20113213522286438,0.05102525532420236,-0.2709609602283243
1150059300,강서구,화곡제8동,22275,5412,1150059300.0,2.0,1.0,29.0,1372,0.24296296296296296,0.06159371492704826,0.36521358066958465
1150060300,강서구,가양제1동,33337,4266,1150060300.0,12.0,1.0,80.58333333333333,733,0.12796592374838767,0.021987581366049735,-1.5863776286712867
1150060400,강서구,가양제2동,12833,5045,1150060400.0,4.0,3.0,153.0,2345,0.3931270942102392,0.18273201901348088,4.2470071238538365
1150060500,강서구,가양제3동,13315,4207,1150060500.0,3.0,3.0,28.666666666666668,1625,0.3159594442358243,0.1220428088621855,2.28220697569163
1150061100,강서구,발산제1동,34552,6251,1150061100.0,12.0,0.0,24.666666666666668,1389,0.1809157212317666,0.040200277842093075,-0.6882335335664773
1150061500,강서구,우장산동,43623,7595,1150061500.0,26.0,9.0,63.23076923076923,1252,0.1741054031130367,0.02870045618137221,-0.97964073929383
1150062000,강서구,공항동,28549,5026,1150062000.0,8.0,1.0,61.875,1339,0.1760481978353007,0.04690181792707275,-0.6099196603041582
1150063000,강서구,방화제1동,40479,8607,1150063000.0,13.0,2.0,31.76923076923077,1693,0.2126287704735789,0.041824155735072505,-0.32863701987204846
1150064000,강서구,방화제2동,22537,6003,1150064000.0,11.0,2.0,32.63636363636363,2039,0.26636198251763765,0.09047344367040866,1.1622301310946586
1150064100,강서구,방화제3동,21229,6406,1150064100.0,15.0,4.0,88.0,2271,0.30175703047717745,0.1069763059965142,1.8457436166412728
1153051000,구로구,신도림동,35683,5853,1153051000.0,21.0,4.0,58.476190476190474,807,0.1640276882549113,0.022615811450830928,-1.2008716892934488
1153052000,구로구,구로제1동,20001,3575,1153052000.0,16.0,3.0,43.375,529,0.17874106294685266,0.026448677566121695,-0.9748869597820923
1153053000,구로구,구로제2동,21641,6472,1153053000.0,24.0,7.0,75.95833333333333,2200,0.2990619657132295,0.10165888822143154,1.7157005309313687
1153054000,구로구,구로제3동,22656,4127,1153054000.0,15.0,4.0,47.666666666666664,1036,0.1821592514124294,0.0457274011299435,-0.569193963853876
1153055000,구로구,구로제4동,17563,5224,1153055000.0,16.0,3.0,42.125,1800,0.29744348915333374,0.10248818538973979,1.714869037184727
1153056000,구로구,구로제5동,28476,5861,1153056000.0,22.0,6.0,49.0,1460,0.20582244697288946,0.05127124596151145,-0.21766536511361406
1153059500,구로구,가리봉동,8855,2231,1153059500.0,5.0,2.0,58.2,1073,0.2519480519480519,0.12117447769621682,1.6026556745562615
1153072000,구로구,고척제1동,26227,5424,1153072000.0,22.0,4.0,28.318181818181817,1158,0.20680977618484767,0.04415297212795974,-0.3441651704455033
1153073000,구로구,고척제2동,24759,6498,1153073000.0,15.0,3.0,70.6,1746,0.262450018175209,0.07051981097782624,0.7384605100227055
1153074000,구로구,개봉제1동,33189,8087,1153074000.0,19.0,5.0,40.89473684210526,2159,0.2436650697520263,0.06505167374732593,0.4389029708781372
1153075000,구로구,개봉제2동,29050,7899,1153075000.0,14.0,2.0,73.28571428571429,1483,0.2719104991394148,0.05104991394148021,0.46246119131703184
1153076000,구로구,개봉제3동,18530,5251,1153076000.0,7.0,2.0,39.42857142857143,1254,0.2833783054506206,0.06767404209390178,0.9005242645093922
1153077000,구로구,오류제1동,22994,4841,1153077000.0,22.0,7.0,43.95454545454545,1375,0.21053318256936593,0.05979820822823345,-0.005101632306937297
1153078000,구로구,오류제2동,35376,8676,1153078000.0,25.0,3.0,35.32,1980,0.24525101763907733,0.055970149253731345,0.280893080648103
1153079000,구로구,수궁동,21687,5702,1153079000.0,14.0,5.0,117.14285714285714,1466,0.2629224881265274,0.06759810024438603,0.6872344789593245
1153080000,구로구,항동,15946,2364,1153080000.0,12.0,2.0,36.75,436,0.14825034491408504,0.027342280195660353,-1.2734710986727895
1154551000,금천구,가산동,25532,3448,1154551000.0,10.0,6.0,25.0,1147,0.13504621651261162,0.0449240169199436,-1.0725060995906757
1154561000,금천구,독산제1동,47669,7569,1154561000.0,23.0,8.0,30.565217391304348,1949,0.1587824372233527,0.040886110470116845,-0.9042626288062278
1154562000,금천구,독산제2동,17067,4445,1154562000.0,7.0,6.0,22.142857142857142,1500,0.26044413195054783,0.08788890841975742,1.0513051423336655
1154563000,금천구,독산제3동,22557,5906,1154563000.0,5.0,3.0,35.0,1884,0.2618255973755375,0.08352174491288736,0.981728742323299
1154564000,금천구,독산제4동,13779,3644,1154564000.0,7.0,4.0,17.857142857142858,1117,0.2644604107700123,0.08106538936062123,0.9618332583751839
1154567000,금천구,시흥제1동,30956,7604,1154567000.0,20.0,9.0,50.75,2393,0.24563897144333893,0.07730326915622174,0.6946661323326988
1154568000,금천구,시흥제2동,19705,5151,1154568000.0,6.0,4.0,30.166666666666668,1278,0.26140573458513067,0.06485663537173306,0.6188710244639437
1154569000,금천구,시흥제3동,9904,2883,1154569000.0,4.0,4.0,12.5,702,0.29109450726978997,0.07088045234248788,1.0420168149470381
1154570000,금천구,시흥제4동,18232,5296,1154570000.0,4.0,2.0,30.0,1426,0.2904782799473453,0.0782141290039491,1.1764969291047123
1154571000,금천구,시흥제5동,17102,5145,1154571000.0,8.0,5.0,21.125,1799,0.3008420067828324,0.1051923751607999,1.8020032231288992
1156051500,영등포구,영등포본동,20241,4921,1156051500.0,11.0,4.0,27.181818181818183,1542,0.24312039918976336,0.07618200681784497,0.6470483149703169
1156053500,영등포구,영등포동,31197,3895,1156053500.0,9.0,5.0,40.0,1658,0.1248517485655672,0.053146135846395486,-1.020149144347523
1156054000,영등포구,여의동,33980,7133,1156054000.0,6.0,3.0,82.66666666666667,1075,0.20991759858740436,0.03163625662154208,-0.5523966004341283
1156055000,영등포구,당산제1동,21026,3853,1156055000.0,15.0,4.0,28.666666666666668,1019,0.1832493103776277,0.0484638067154951,-0.5053463403576977
1156056000,영등포구,당산제2동,36343,5508,1156056000.0,14.0,4.0,25.714285714285715,878,0.15155600803455962,0.02415871006796357,-1.3003875311855522
1156058500,영등포구,도림동,17543,3875,1156058500.0,9.0,3.0,29.22222222222222,1236,0.22088582340534685,0.07045545231716355,0.3068044591730696
1156060500,영등포구,문래동,31047,5299,1156060500.0,18.0,3.0,42.55555555555556,951,0.17067671594679035,0.030630978838535123,-0.9780661781890846
1156061000,영등포구,양평제1동,19453,2813,1156061000.0,11.0,2.0,21.272727272727273,707,0.14460494525266027,0.03634400863620007,-1.1383206351315733
1156062000,영등포구,양평제2동,22415,3227,1156062000.0,15.0,4.0,54.4,631,0.1439660941333928,0.028150791880437207,-1.3023073737683213
1156063000,영등포구,신길제1동,18934,4084,1156063000.0,11.0,3.0,36.0,1464,0.215696630400338,0.07732122108376466,0.38494168830362613
1156065000,영등포구,신길제3동,16042,3808,1156065000.0,9.0,2.0,72.22222222222223,1074,0.23737688567510284,0.06694925819723227,0.4102332233740251
1156066000,영등포구,신길제4동,11778,2807,1156066000.0,5.0,2.0,37.6,862,0.23832569196807607,0.07318729835286127,0.5398756916630613
1156067000,영등포구,신길제5동,9497,2379,1156067000.0,9.0,3.0,31.77777777777778,704,0.2505001579446141,0.07412867221227756,0.684030344237325
1156068000,영등포구,신길제6동,17698,3797,1156068000.0,11.0,2.0,31.0,938,0.2145440162730252,0.053000339021358346,-0.09413723425600393
1156069000,영등포구,신길제7동,19341,3137,1156069000.0,8.0,2.0,35.25,515,0.16219430225944884,0.026627371904244867,-1.1428054133007157
1156070000,영등포구,대림제1동,13186,3701,1156070000.0,8.0,2.0,34.375,1057,0.2806764750492947,0.0801607765812225,1.1123841029011161
1156071000,영등포구,대림제2동,11457,3134,1156071000.0,9.0,3.0,43.0,1015,0.2735445579121934,0.08859212708387885,1.2004742527370031
1156072000,영등포구,대림제3동,20689,5527,1156072000.0,12.0,3.0,59.916666666666664,1429,0.26714679298177774,0.0690705205664846,0.7592609484445981
1159051000,동작구,노량진제1동,33529,6835,1159051000.0,22.0,2.0,43.27272727272727,1678,0.20385338065555192,0.050046228637895554,-0.2615856214248078
1159052000,동작구,노량진제2동,7615,1847,1159052000.0,2.0,1.0,45.0,785,0.24254760341431386,0.103086014445174,1.1578750232233022
1159053000,동작구,상도제1동,43968,8563,1159053000.0,19.0,4.0,46.89473684210526,1853,0.19475527656477437,0.04214428675400291,-0.5075778758482699
1159054000,동작구,상도제2동,26716,5079,1159054000.0,13.0,2.0,57.69230769230769,1005,0.19011079502919598,0.03761790687228627,-0.6426143859543547
1159055000,동작구,상도제3동,23331,5419,1159055000.0,6.0,1.0,48.166666666666664,1346,0.23226608375123226,0.057691483434057694,0.17948951577382644
1159056000,동작구,상도제4동,28647,6289,1159056000.0,10.0,2.0,27.4,1785,0.2195343316926729,0.062310189548643834,0.13635901440008813
1159060500,동작구,흑석동,29844,5833,1159060500.0,18.0,3.0,62.27777777777778,1152,0.19544967162578744,0.038600723763570564,-0.5684499693302707
1159062000,동작구,사당제1동,22100,4388,1159062000.0,5.0,2.0,38.2,1176,0.19855203619909503,0.05321266968325792,-0.255664563071741
1159063000,동작구,사당제2동,27594,6557,1159063000.0,11.0,2.0,54.63636363636363,1360,0.237624121185765,0.049286076683336955,0.07352818935392921
1159064000,동작구,사당제3동,23223,5399,1159064000.0,12.0,1.0,46.083333333333336,1005,0.23248503638634113,0.04327606252422168,-0.09512709002996503
1159065000,동작구,사당제4동,13549,3241,1159065000.0,8.0,2.0,37.5,852,0.2392058454498487,0.06288286958447117,0.351068000410722
1159065100,동작구,사당제5동,13631,2758,1159065100.0,8.0,2.0,61.5,636,0.20233291761426161,0.04665835228523219,-0.34240342856235795
1159066000,동작구,대방동,33466,6204,1159066000.0,18.0,4.0,48.111111111111114,1491,0.1853821789278671,0.044552680332277536,-0.5583822254364141
1159067000,동작구,신대방제1동,22795,4705,1159067000.0,11.0,1.0,103.0909090909091,1175,0.20640491335819258,0.05154639175257732,-0.2063487497097775
1159068000,동작구,신대방제2동,21991,3989,1159068000.0,7.0,1.0,27.857142857142858,894,0.18139238779500705,0.040652994406802784,-0.6746018450088087
1162052500,관악구,보라매동,22892,5264,1162052500.0,6.0,2.0,34.833333333333336,1412,0.22994932727590425,0.061680936571728115,0.23212560115242062
1162054500,관악구,청림동,14155,3149,1162054500.0,7.0,3.0,59.857142857142854,781,0.22246555987283645,0.055174849876368774,0.02966155016594281
1162056500,관악구,성현동,29398,6455,1162056500.0,11.0,3.0,32.18181818181818,1715,0.2195727600517042,0.0583373018572692,0.06044778060353127
1162057500,관악구,행운동,28378,5018,1162057500.0,6.0,2.0,29.666666666666668,1414,0.1768271195996899,0.04982733103108041,-0.5456617522359932
1162058500,관악구,낙성대동,17739,2265,1162058500.0,5.0,2.0,40.2,658,0.12768476238795873,0.03709341000056373,-1.299144232156899
1162059500,관악구,청룡동,36060,5419,1162059500.0,11.0,3.0,23.818181818181817,1664,0.15027731558513588,0.04614531336661121,-0.8913217370477887
1162060500,관악구,은천동,31284,6857,1162060500.0,10.0,1.0,21.9,1812,0.21918552614755146,0.05792098197161488,0.04844130462139514
1162061500,관악구,중앙동,15147,2710,1162061500.0,5.0,2.0,15.0,893,0.17891331616821812,0.058955568759490325,-0.34872756166945695
1162062500,관악구,인헌동,24971,4757,1162062500.0,7.0,1.0,21.714285714285715,1181,0.19050098113812022,0.047294862039966364,-0.45270382582211993
1162063000,관악구,남현동,17157,3418,1162063000.0,3.0,1.0,17.666666666666668,768,0.19921897767675,0.044763070466864834,-0.41105357015846267
1162064500,관악구,서원동,22797,3891,1162064500.0,6.0,1.0,26.833333333333332,1071,0.17068035267798395,0.04697986577181208,-0.6640075187463488
1162065500,관악구,신원동,17153,3673,1162065500.0,4.0,1.0,28.0,1218,0.21413163878038827,0.07100798694105988,0.24747399785656043
1162066500,관악구,서림동,23572,4280,1162066500.0,4.0,1.0,20.25,1171,0.18157135584591888,0.049677583573731546,-0.49940887306516024
1162068500,관악구,신사동,22073,4109,1162068500.0,4.0,1.0,41.75,1312,0.1861550310333892,0.05943913378335523,-0.26444759073520785
1162069500,관악구,신림동,23533,2228,1162069500.0,5.0,1.0,13.6,855,0.09467556197679854,0.03633195937619513,-1.6555980386600593
1162071500,관악구,난향동,14266,3321,1162071500.0,7.0,2.0,27.714285714285715,781,0.23279125192766018,0.05474554885742324,0.12834392444108864
1162072500,관악구,조원동,19910,3558,1162072500.0,5.0,1.0,25.2,1072,0.1787041687594174,0.0538422903063787,-0.4491066157827028
1162073500,관악구,대학동,25069,3665,1162073500.0,5.0,3.0,1125.2,1176,0.14619649766644063,0.04691052694563006,-0.9188830017312519
1162074500,관악구,삼성동,19909,6391,1162074500.0,11.0,2.0,19.363636363636363,1862,0.3210105982219097,0.09352554121251695,1.7867694391772937
1162076500,관악구,미성동,28303,7169,1162076500.0,10.0,2.0,21.2,1748,0.2532947037416528,0.06176023743066106,0.475402864096125
1162077500,관악구,난곡동,24031,6463,1162077500.0,8.0,2.0,23.875,2038,0.26894428030460654,0.08480712413133036,1.0801354845711124
1165051000,서초구,서초1동,20034,3647,1165051000.0,5.0,3.0,13.4,734,0.18204053109713486,0.036637715882998904,-0.745013369644365
1165052000,서초구,서초2동,24832,3462,1165052000.0,4.0,3.0,23.25,497,0.13941688144329897,0.02001449742268041,-1.5056947028280492
1165053000,서초구,서초3동,32113,5811,1165053000.0,11.0,5.0,28.454545454545453,1008,0.18095475352660917,0.03138915703920531,-0.857068802772
1165053100,서초구,서초4동,29962,4921,1165053100.0,5.0,3.0,22.8,576,0.16424137240504638,0.01922435084440291,-1.263800301924125
1165054000,서초구,잠원동,34069,5186,1165054000.0,7.0,4.0,13.285714285714286,824,0.15222049370395374,0.024186210337843787,-1.292978209019097
1165055000,서초구,반포본동,204,40,1165055000.0,1.0,1.0,8.0,11,0.19607843137254902,0.05392156862745098,-0.26766392300429415
1165056000,서초구,반포1동,33083,4588,1165056000.0,9.0,7.0,21.666666666666668,849,0.13868149805035818,0.025662727080373607,-1.404821712597808
1165057000,서초구,반포2동,26533,4034,1165057000.0,6.0,5.0,19.166666666666668,386,0.15203708589303885,0.014547921456299703,-1.4800047851059341
1165058000,서초구,반포3동,23580,3723,1165058000.0,5.0,3.0,15.6,532,0.1578880407124682,0.022561492790500424,-1.2654944095946274
1165058100,서초구,반포4동,17878,3337,1165058100.0,3.0,1.0,10.333333333333334,468,0.18665398814185033,0.026177424767871126,-0.8981543921076305
1165059000,서초구,방배본동,19822,3634,1165059000.0,4.0,2.0,15.25,632,0.18333165170013116,0.03188376551306629,-0.8229545423470018
1165060000,서초구,방배1동,16309,3452,1165060000.0,5.0,2.0,8.4,674,0.21166227236495186,0.04132687473174321,-0.34819715174642324
1165061000,서초구,방배2동,17377,4056,1165061000.0,10.0,3.0,13.8,859,0.2334119813546642,0.04943315877309087,0.032734263463445185
1165062000,서초구,방배3동,15372,3364,1165062000.0,5.0,3.0,15.6,394,0.21883944834764507,0.025631017434296122,-0.5753515262360853
1165062100,서초구,방배4동,25660,4358,1165062100.0,9.0,6.0,16.88888888888889,777,0.16983632112236946,0.030280592361652377,-0.993498967448406
1165065100,서초구,양재1동,40218,8692,1165065100.0,23.0,6.0,16.782608695652176,1945,0.21612213436769606,0.048361430205380675,-0.1668967326515571
1165065200,서초구,양재2동,20774,3693,1165065200.0,8.0,3.0,20.5,1016,0.17777028978530857,0.04890728795609897,-0.5535664245649597
1165066000,서초구,내곡동,16563,3933,1165066000.0,22.0,7.0,20.863636363636363,733,0.23745698243071908,0.04425526776550142,-0.024831809906950802
1168051000,강남구,신사동,14969,3275,1168051000.0,1.0,1.0,40.0,570,0.2187854900126929,0.03807869597167479,-0.3368216964889944
1168052100,강남구,논현1동,20589,3311,1168052100.0,3.0,2.0,57.666666666666664,882,0.16081402690757202,0.04283840885909952,-0.84572566887519
1168053100,강남구,논현2동,20085,3447,1168053100.0,4.0,1.0,23.75,712,0.17162061239731144,0.035449340303709234,-0.8757430110214821
1168054500,강남구,압구정동,25429,5664,1168054500.0,4.0,1.0,42.75,897,0.22273781902552203,0.03527468638169019,-0.34975114805281504
1168056500,강남구,청담동,26344,4932,1168056500.0,2.0,2.0,42.5,766,0.18721530519283328,0.029076829638627393,-0.8366513729036922
1168058000,강남구,삼성1동,12752,2712,1168058000.0,4.0,1.0,12.0,455,0.21267252195734002,0.035680677540777916,-0.44618471414816313
1168059000,강남구,삼성2동,30171,4381,1168059000.0,4.0,3.0,30.75,802,0.14520566106526134,0.0265818169765669,-1.3196070446125987
1168060000,강남구,대치1동,23509,3058,1168060000.0,1.0,1.0,118.0,255,0.13007784252839338,0.010846909694159683,-1.7784918420927318
1168061000,강남구,대치2동,38227,6350,1168061000.0,2.0,1.0,25.0,701,0.16611295681063123,0.018337824051063385,-1.2614469756904163
1168063000,강남구,대치4동,18018,2361,1168063000.0,2.0,1.0,18.5,582,0.13103563103563104,0.032301032301032304,-1.356493683968961
1168064000,강남구,역삼1동,34228,4252,1168064000.0,10.0,1.0,25.5,1223,0.12422578006310622,0.03573098048381442,-1.3611327231242014
1168065000,강남구,역삼2동,35942,4188,1168065000.0,4.0,1.0,38.5,781,0.11652106171053364,0.021729453007623394,-1.7098534072882052
1168065500,강남구,도곡1동,20764,3558,1168065500.0,2.0,1.0,30.5,538,0.17135426700057793,0.02591022924292044,-1.0617234945016927
1168065600,강남구,도곡2동,31502,5805,1168065600.0,5.0,1.0,38.6,789,0.18427401434829535,0.025046028823566758,-0.9445315879849185
1168066000,강남구,개포1동,26479,4628,1168066000.0,2.0,1.0,14.0,585,0.17478001435099513,0.02209297934212017,-1.0995677840675677
1168067000,강남구,개포2동,40040,5836,1168067000.0,2.0,2.0,45.0,762,0.14575424575424575,0.01903096903096903,-1.4589589492579584
1168067500,강남구,개포3동,15404,3761,1168067500.0,5.0,2.0,60.8,1246,0.24415736172422747,0.08088808101791742,0.7481784761933264
1168069000,강남구,개포4동,22999,4247,1168069000.0,5.0,2.0,34.0,858,0.1846602026175051,0.03730596982477499,-0.7050497662340087
1168070000,강남구,세곡동,45640,8372,1168070000.0,11.0,3.0,49.72727272727273,1852,0.18343558282208589,0.04057843996494303,-0.6548754505979559
1168072000,강남구,일원본동,22246,4021,1168072000.0,5.0,2.0,36.6,571,0.18075159579250202,0.025667535736761664,-0.9690705666406273
1168073000,강남구,일원1동,14039,3891,1168073000.0,2.0,0.0,61.5,1259,0.27715649262768005,0.08967875204786666,1.2587491372585111
1168075000,강남구,수서동,13454,5538,1168075000.0,9.0,3.0,32.55555555555556,2530,0.4116247955998216,0.1880481641147614,4.540670676931805
1171051000,송파구,풍납1동,10596,3062,1171051000.0,5.0,1.0,29.2,855,0.2889769724424311,0.08069082672706682,1.2085212060628847
1171052000,송파구,풍납2동,22954,4697,1171052000.0,14.0,3.0,28.357142857142858,933,0.20462664459353488,0.040646510412128606,-0.4341229980434578
1171053100,송파구,거여1동,11770,3089,1171053100.0,8.0,2.0,27.125,837,0.26244689889549705,0.07111299915038233,0.749821861056509
1171053200,송파구,거여2동,22906,5317,1171053200.0,12.0,2.0,38.916666666666664,1390,0.23212258796821794,0.06068279053523094,0.2354590247728216
1171054000,송파구,마천1동,15079,4356,1171054000.0,8.0,3.0,37.125,1322,0.28887857284965845,0.08767159625969892,1.3415852501441108
1171055000,송파구,마천2동,16863,5140,1171055000.0,12.0,3.0,25.583333333333332,1593,0.30480934590523634,0.09446717665895749,1.63708309291302
